block,layer,position,prompt,rank_intermediate,rank_answer
C,12,15,What is the currency of the ally of the rival of Vuzanyel?,142588,99584
C,13,10,What is the currency of the ally of the rival of Vuzanyel?,1593,499
C,13,11,What is the currency of the ally of the rival of Vuzanyel?,35051,13116
C,13,12,What is the currency of the ally of the rival of Vuzanyel?,148427,76569
C,13,13,What is the currency of the ally of the rival of Vuzanyel?,146470,46886
C,13,14,What is the currency of the ally of the rival of Vuzanyel?,138158,101100
C,13,15,What is the currency of the ally of the rival of Vuzanyel?,146722,142656
C,14,10,What is the currency of the ally of the rival of Vuzanyel?,905,845
C,14,11,What is the currency of the ally of the rival of Vuzanyel?,38608,28280
C,14,12,What is the currency of the ally of the rival of Vuzanyel?,145829,53281
C,14,13,What is the currency of the ally of the rival of Vuzanyel?,144178,60326
C,14,14,What is the currency of the ally of the rival of Vuzanyel?,135110,108728
C,14,15,What is the currency of the ally of the rival of Vuzanyel?,144109,144779
C,15,10,What is the currency of the ally of the rival of Vuzanyel?,379,160
C,15,11,What is the currency of the ally of the rival of Vuzanyel?,27063,7693
C,15,12,What is the currency of the ally of the rival of Vuzanyel?,143517,60658
C,15,13,What is the currency of the ally of the rival of Vuzanyel?,143923,78126
C,15,14,What is the currency of the ally of the rival of Vuzanyel?,138032,108965
C,15,15,What is the currency of the ally of the rival of Vuzanyel?,135869,138985
C,16,10,What is the currency of the ally of the rival of Vuzanyel?,193,294
C,16,11,What is the currency of the ally of the rival of Vuzanyel?,34750,17896
C,16,12,What is the currency of the ally of the rival of Vuzanyel?,145701,94288
C,16,13,What is the currency of the ally of the rival of Vuzanyel?,145143,123435
C,16,14,What is the currency of the ally of the rival of Vuzanyel?,135497,142630
C,16,15,What is the currency of the ally of the rival of Vuzanyel?,132609,129243
C,17,10,What is the currency of the ally of the rival of Vuzanyel?,55,387
C,17,11,What is the currency of the ally of the rival of Vuzanyel?,30842,15287
C,17,12,What is the currency of the ally of the rival of Vuzanyel?,132809,69139
C,17,13,What is the currency of the ally of the rival of Vuzanyel?,144304,129025
C,17,14,What is the currency of the ally of the rival of Vuzanyel?,139668,145513
C,17,15,What is the currency of the ally of the rival of Vuzanyel?,130869,142184
C,18,10,What is the currency of the ally of the rival of Vuzanyel?,2,659
C,18,11,What is the currency of the ally of the rival of Vuzanyel?,12745,9868
C,18,12,What is the currency of the ally of the rival of Vuzanyel?,82186,79932
C,18,13,What is the currency of the ally of the rival of Vuzanyel?,143343,131373
C,18,14,What is the currency of the ally of the rival of Vuzanyel?,121044,139978
C,18,15,What is the currency of the ally of the rival of Vuzanyel?,118530,141007
C,19,10,What is the currency of the ally of the rival of Vuzanyel?,0,305
C,19,11,What is the currency of the ally of the rival of Vuzanyel?,1871,653
C,19,12,What is the currency of the ally of the rival of Vuzanyel?,7931,13760
C,19,13,What is the currency of the ally of the rival of Vuzanyel?,95230,100755
C,19,14,What is the currency of the ally of the rival of Vuzanyel?,84660,113877
C,19,15,What is the currency of the ally of the rival of Vuzanyel?,129848,141763
C,20,10,What is the currency of the ally of the rival of Vuzanyel?,0,387
C,20,11,What is the currency of the ally of the rival of Vuzanyel?,2944,4414
C,20,12,What is the currency of the ally of the rival of Vuzanyel?,4876,58566
C,20,13,What is the currency of the ally of the rival of Vuzanyel?,58926,124267
C,20,14,What is the currency of the ally of the rival of Vuzanyel?,34542,120035
C,20,15,What is the currency of the ally of the rival of Vuzanyel?,115428,144554
C,21,10,What is the currency of the ally of the rival of Vuzanyel?,0,1374
C,21,11,What is the currency of the ally of the rival of Vuzanyel?,3086,4655
C,21,12,What is the currency of the ally of the rival of Vuzanyel?,8820,102317
C,21,13,What is the currency of the ally of the rival of Vuzanyel?,51352,125608
C,21,14,What is the currency of the ally of the rival of Vuzanyel?,45370,117564
C,21,15,What is the currency of the ally of the rival of Vuzanyel?,124621,146866
C,22,10,What is the currency of the ally of the rival of Vuzanyel?,0,691
C,22,11,What is the currency of the ally of the rival of Vuzanyel?,2893,5176
C,22,12,What is the currency of the ally of the rival of Vuzanyel?,8098,83574
C,22,13,What is the currency of the ally of the rival of Vuzanyel?,68748,121574
C,22,14,What is the currency of the ally of the rival of Vuzanyel?,61443,112433
C,22,15,What is the currency of the ally of the rival of Vuzanyel?,128003,143777
C,23,10,What is the currency of the ally of the rival of Vuzanyel?,0,634
C,23,11,What is the currency of the ally of the rival of Vuzanyel?,2087,6513
C,23,12,What is the currency of the ally of the rival of Vuzanyel?,5963,34501
C,23,13,What is the currency of the ally of the rival of Vuzanyel?,24509,125207
C,23,14,What is the currency of the ally of the rival of Vuzanyel?,23786,60466
C,23,15,What is the currency of the ally of the rival of Vuzanyel?,130038,142120
C,24,10,What is the currency of the ally of the rival of Vuzanyel?,4,213
C,24,11,What is the currency of the ally of the rival of Vuzanyel?,2900,6256
C,24,12,What is the currency of the ally of the rival of Vuzanyel?,4011,29237
C,24,13,What is the currency of the ally of the rival of Vuzanyel?,25489,96188
C,24,14,What is the currency of the ally of the rival of Vuzanyel?,28801,70903
C,24,15,What is the currency of the ally of the rival of Vuzanyel?,126986,137138
C,25,10,What is the currency of the ally of the rival of Vuzanyel?,12,93
C,25,11,What is the currency of the ally of the rival of Vuzanyel?,4161,9832
C,25,12,What is the currency of the ally of the rival of Vuzanyel?,2225,13776
C,25,13,What is the currency of the ally of the rival of Vuzanyel?,14548,65036
C,25,14,What is the currency of the ally of the rival of Vuzanyel?,36900,40019
C,25,15,What is the currency of the ally of the rival of Vuzanyel?,116641,119158
C,26,10,What is the currency of the ally of the rival of Vuzanyel?,4,45
C,26,11,What is the currency of the ally of the rival of Vuzanyel?,2648,2914
C,26,12,What is the currency of the ally of the rival of Vuzanyel?,1452,1571
C,26,13,What is the currency of the ally of the rival of Vuzanyel?,9372,21676
C,26,14,What is the currency of the ally of the rival of Vuzanyel?,11613,10625
C,26,15,What is the currency of the ally of the rival of Vuzanyel?,96824,113222
A,0,8,What is the continent of the ally of the rival of Shipel?,4798,2618
A,0,9,What is the continent of the ally of the rival of Shipel?,4568,225
A,0,10,What is the continent of the ally of the rival of Shipel?,1494,1245
A,0,11,What is the continent of the ally of the rival of Shipel?,12401,4517
A,0,12,What is the continent of the ally of the rival of Shipel?,83088,8458
A,0,13,What is the continent of the ally of the rival of Shipel?,102505,118845
A,1,8,What is the continent of the ally of the rival of Shipel?,3570,276
A,1,9,What is the continent of the ally of the rival of Shipel?,6798,23
A,1,10,What is the continent of the ally of the rival of Shipel?,913,197
A,1,11,What is the continent of the ally of the rival of Shipel?,10214,1321
A,1,12,What is the continent of the ally of the rival of Shipel?,83031,15202
A,1,13,What is the continent of the ally of the rival of Shipel?,86995,109034
A,2,8,What is the continent of the ally of the rival of Shipel?,4651,420
A,2,9,What is the continent of the ally of the rival of Shipel?,22192,585
A,2,10,What is the continent of the ally of the rival of Shipel?,12450,323
A,2,11,What is the continent of the ally of the rival of Shipel?,25952,1870
A,2,12,What is the continent of the ally of the rival of Shipel?,104880,3886
A,2,13,What is the continent of the ally of the rival of Shipel?,121447,135010
A,3,8,What is the continent of the ally of the rival of Shipel?,6514,40
A,3,9,What is the continent of the ally of the rival of Shipel?,14332,32
A,3,10,What is the continent of the ally of the rival of Shipel?,5521,199
A,3,11,What is the continent of the ally of the rival of Shipel?,25192,169
A,3,12,What is the continent of the ally of the rival of Shipel?,68111,1053
A,3,13,What is the continent of the ally of the rival of Shipel?,108037,36492
A,4,8,What is the continent of the ally of the rival of Shipel?,1665,470
A,4,9,What is the continent of the ally of the rival of Shipel?,12985,110
A,4,10,What is the continent of the ally of the rival of Shipel?,4046,337
A,4,11,What is the continent of the ally of the rival of Shipel?,28807,471
A,4,12,What is the continent of the ally of the rival of Shipel?,70388,1412
A,4,13,What is the continent of the ally of the rival of Shipel?,85992,63806
A,5,8,What is the continent of the ally of the rival of Shipel?,6916,330
A,5,9,What is the continent of the ally of the rival of Shipel?,23512,501
A,5,10,What is the continent of the ally of the rival of Shipel?,10572,749
A,5,11,What is the continent of the ally of the rival of Shipel?,66393,940
A,5,12,What is the continent of the ally of the rival of Shipel?,133645,11787
A,5,13,What is the continent of the ally of the rival of Shipel?,134299,84970
A,6,8,What is the continent of the ally of the rival of Shipel?,7943,199
A,6,9,What is the continent of the ally of the rival of Shipel?,18790,526
A,6,10,What is the continent of the ally of the rival of Shipel?,9202,319
A,6,11,What is the continent of the ally of the rival of Shipel?,40247,250
A,6,12,What is the continent of the ally of the rival of Shipel?,127611,2965
A,6,13,What is the continent of the ally of the rival of Shipel?,101880,15631
A,7,8,What is the continent of the ally of the rival of Shipel?,10496,160
A,7,9,What is the continent of the ally of the rival of Shipel?,24394,531
A,7,10,What is the continent of the ally of the rival of Shipel?,5455,456
A,7,11,What is the continent of the ally of the rival of Shipel?,35104,343
A,7,12,What is the continent of the ally of the rival of Shipel?,112098,2698
A,7,13,What is the continent of the ally of the rival of Shipel?,91873,9878
A,8,8,What is the continent of the ally of the rival of Shipel?,11972,132
A,8,9,What is the continent of the ally of the rival of Shipel?,12680,773
A,8,10,What is the continent of the ally of the rival of Shipel?,6348,301
A,8,11,What is the continent of the ally of the rival of Shipel?,25861,382
A,8,12,What is the continent of the ally of the rival of Shipel?,109221,4711
A,8,13,What is the continent of the ally of the rival of Shipel?,74192,9411
A,9,8,What is the continent of the ally of the rival of Shipel?,10180,258
A,9,9,What is the continent of the ally of the rival of Shipel?,11278,573
A,9,10,What is the continent of the ally of the rival of Shipel?,4247,693
A,9,11,What is the continent of the ally of the rival of Shipel?,35218,614
A,9,12,What is the continent of the ally of the rival of Shipel?,118076,8417
A,9,13,What is the continent of the ally of the rival of Shipel?,62050,34637
A,10,8,What is the continent of the ally of the rival of Shipel?,21193,371
A,10,9,What is the continent of the ally of the rival of Shipel?,21799,668
A,10,10,What is the continent of the ally of the rival of Shipel?,5567,395
A,10,11,What is the continent of the ally of the rival of Shipel?,53923,4097
A,10,12,What is the continent of the ally of the rival of Shipel?,140686,47794
A,10,13,What is the continent of the ally of the rival of Shipel?,95889,60999
A,11,8,What is the continent of the ally of the rival of Shipel?,26691,180
A,11,9,What is the continent of the ally of the rival of Shipel?,11771,529
A,11,10,What is the continent of the ally of the rival of Shipel?,4577,288
A,11,11,What is the continent of the ally of the rival of Shipel?,43186,3386
A,11,12,What is the continent of the ally of the rival of Shipel?,129297,33720
A,11,13,What is the continent of the ally of the rival of Shipel?,118715,56550
A,12,8,What is the continent of the ally of the rival of Shipel?,7629,185
A,12,9,What is the continent of the ally of the rival of Shipel?,4159,332
A,12,10,What is the continent of the ally of the rival of Shipel?,1547,192
A,12,11,What is the continent of the ally of the rival of Shipel?,19528,2961
A,12,12,What is the continent of the ally of the rival of Shipel?,78084,24779
A,12,13,What is the continent of the ally of the rival of Shipel?,124724,44008
A,13,8,What is the continent of the ally of the rival of Shipel?,7189,140
A,13,9,What is the continent of the ally of the rival of Shipel?,3550,235
A,13,10,What is the continent of the ally of the rival of Shipel?,974,223
A,13,11,What is the continent of the ally of the rival of Shipel?,16807,3924
